Song_id,Track Name,Artist URI(s),Artist Name(s),Album URI,Album Name,Album Artist URI(s),Track URI,Album Artist Name(s),Album Release Date,Album Image URL,Disc Number,Track Number,Track Duration (ms),Track Preview URL,Explicit,Popularity,No of times Songs Played
52,Dil Ke Paas,"spotify:artist:4YRxDV8wJFPHPTeXepOstw, spotify:artist:0T1CMVkqffHlqEk4BcAph1, spotify:artist:6LyiUcIr0wG0mC8E01kyI6","Arijit Singh, Tulsi Kumar, Neuman Pinto",spotify:album:0LdSMAyxoUoDaJDZEF9Y3n,Wajah Tum Ho,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,spotify:track:5PO4sN3MWXOeQLGurvEvqM,Various Artists,11/5/2016,https://i.scdn.co/image/ab67616d0000b273ff95beacf09a091617bac9eb,1,2,271461,https://p.scdn.co/mp3-preview/1a54fa42a183d9e9de919789a93dea4b865524bc?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,45,3469
53,Sanam Re,"spotify:artist:09UmIX92EUH9hAK4bxvHx6, spotify:artist:4YRxDV8wJFPHPTeXepOstw","Mithoon, Arijit Singh",spotify:album:5xP2I1UDXhE7D4GpMOoZY9,Sanam Re,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,spotify:track:0CVfovmUv7BnemOyTtOcbL,Various Artists,1/4/2016,https://i.scdn.co/image/ab67616d0000b273be42c9c9b63ed5ace22af441,1,1,308714,https://p.scdn.co/mp3-preview/8f955e4c32ca5e08c7b15d50747f52ae95be1ea3?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,62,1097
54,Sooraj Dooba Hain,"spotify:artist:4YRxDV8wJFPHPTeXepOstw, spotify:artist:4iW4xSfMEIvrXM0Iu3aFDY","Arijit Singh, Aditi Singh Sharma",spotify:album:4ixAjixkWs8mCNdlTH1Cdf,Roy,"spotify:artist:76fuWYgIf3TVIopTs3vaJ6, spotify:artist:0E02VcvA5p1ndkLdqWD5JB, spotify:artist:5isfxZ3RSdBlSLn3cSFhnI",spotify:track:48pyUxg9RYuwie5M9R7qRn,"Amaal Mallik, Ankit Tiwari, Meet Bros Anjjan",1/9/2015,https://i.scdn.co/image/ab67616d0000b273f6371011af4c82fb31d54820,1,1,264854,https://p.scdn.co/mp3-preview/5214bd583820136ed19e5aaf47e85941fe85df11?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,63,8580
55,Samjhawan,"spotify:artist:2gXOOKY8mmJG6iwHrTq9gp, spotify:artist:0FJz7XR37hH69traaHLijA, spotify:artist:4YRxDV8wJFPHPTeXepOstw, spotify:artist:0oOet2f43PA68X5RxKobEy","Jawad Ahmad, Shaarib Toshi, Arijit Singh, Shreya Ghoshal",spotify:album:5jqOPaSXkGQv3IH62dHoUE,Humpty Sharma Ki Dulhania (Original Motion Picture Soundtrack),spotify:artist:0LyfQWJT6nXafLPZqxe9Of,spotify:track:4LO5DjN6Tp3UkUvgESuy2t,Various Artists,6/19/2014,https://i.scdn.co/image/ab67616d0000b273118f1494d8f5ebea6cd5e20d,1,2,269184,https://p.scdn.co/mp3-preview/c66fabc25d24e20464246a9e76e763d6cbd734ac?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,64,9149
56,Palat - Tera Hero Idhar Hai,spotify:artist:4YRxDV8wJFPHPTeXepOstw,Arijit Singh,spotify:album:0fusriis8NINi7k2gISOML,Main Tera Hero,spotify:artist:3qdu3XhzSzkRhbwdFKnSuw,spotify:track:0dTjGvzVRsvUjM9jJVWEDK,Sajid-Wajid,3/3/2014,https://i.scdn.co/image/ab67616d0000b27340c98561f61a572a20ba71e1,1,2,270676,https://p.scdn.co/mp3-preview/0019309892c4b95c07e53dec5689ddbe1b79b3d7?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,50,8631
57,Ilahi,"spotify:artist:1wRPtKGflJrBx9BmLsSwlU, spotify:artist:4YRxDV8wJFPHPTeXepOstw","Pritam, Arijit Singh",spotify:album:2Lxoc72vRTGdQfMvj7Ovi1,Yeh Jawaani Hai Deewani,spotify:artist:1wRPtKGflJrBx9BmLsSwlU,spotify:track:5cgKosPPj5Cs9a2JQufUc1,Pritam,3/30/2013,https://i.scdn.co/image/ab67616d0000b273707ea5b8023ac77d31756ed4,1,3,228982,https://p.scdn.co/mp3-preview/1f080c8706a93b4463f1b4aaf82a975b7846e8bd?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,67,9816
58,Dilliwaali Girlfriend,"spotify:artist:1wRPtKGflJrBx9BmLsSwlU, spotify:artist:4YRxDV8wJFPHPTeXepOstw, spotify:artist:3eDT9fwXKuHWFvgZaaYC5v","Pritam, Arijit Singh, Sunidhi Chauhan",spotify:album:2Lxoc72vRTGdQfMvj7Ovi1,Yeh Jawaani Hai Deewani,spotify:artist:1wRPtKGflJrBx9BmLsSwlU,spotify:track:3W1XPf7mvuQcWQB7U7MbTM,Pritam,3/30/2013,https://i.scdn.co/image/ab67616d0000b273707ea5b8023ac77d31756ed4,1,5,260552,https://p.scdn.co/mp3-preview/6a976ad2f90355a274438cae4ba9dc7db43fa7dc?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,62,5446
59,Just the Way You Are,spotify:artist:0du5cEVh5yTK9QJze8zA0C,Bruno Mars,spotify:album:5kk3t73x2swdEuZpx4kVVH,Feelgood Love Songs,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,spotify:track:4RFE7Lbo5NrXkZfX0qvhKD,Various Artists,5/6/2022,https://i.scdn.co/image/ab67616d0000b2739e2c42d2d20d9e54bd0a7569,1,2,220733,https://p.scdn.co/mp3-preview/520b21913f3210e7500b8461359376ab2d19160c?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,44,3858
60,Love The Way You Lie,"spotify:artist:7dGJo4pcD2V6oG8kP0tJRR, spotify:artist:5pKCCKE2ajJHZ9KAiaK11H","Eminem, Rihanna",spotify:album:47BiFcV59TQi2s9SkBo2pb,Recovery,spotify:artist:7dGJo4pcD2V6oG8kP0tJRR,spotify:track:15JINEqzVMv3SvJTAXAKED,Eminem,6/18/2010,https://i.scdn.co/image/ab67616d0000b273c08d5fa5c0f1a834acef5100,1,15,263373,,TRUE,82,9033
61,TiK ToK,spotify:artist:6LqNN22kT3074XbTVUrhzX,Kesha,spotify:album:6fpLLJsDSSAlToEDW2jv4F,Animal (Expanded Edition),spotify:artist:6LqNN22kT3074XbTVUrhzX,spotify:track:0HPD5WQqrq7wPWR7P7Dw1i,Kesha,1/1/2010,https://i.scdn.co/image/ab67616d0000b2737a6339d6ddfd579f77559b3c,1,2,199693,https://p.scdn.co/mp3-preview/61ea5def239730cb0e68ac44f114239369a31a84?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,80,6026
62,Dynamite,spotify:artist:6MF9fzBmfXghAz953czmBC,Taio Cruz,spotify:album:0eGvq1J5Ke7VlLLOYIlY4k,The Rokstarr Hits Collection,spotify:artist:6MF9fzBmfXghAz953czmBC,spotify:track:2CEgGE6aESpnmtfiZwYlbV,Taio Cruz,1/1/2010,https://i.scdn.co/image/ab67616d0000b27366c3eb32692a0ae487079cf1,1,1,202613,,FALSE,79,2238
63,Club Can't Handle Me (feat. David Guetta),"spotify:artist:0jnsk9HBra6NMjO2oANoPY, spotify:artist:1Cs0zKBU1kc0i8ypK3B9ai","Flo Rida, David Guetta",spotify:album:1TwNATuAqnNjTd5BSvFZlS,Only One Flo (Part 1),spotify:artist:0jnsk9HBra6NMjO2oANoPY,spotify:track:6ebkx7Q5tTxrCxKq4GYj0Y,Flo Rida,11/24/2010,https://i.scdn.co/image/ab67616d0000b273c0ddb38854cde41708d606a1,1,7,234560,https://p.scdn.co/mp3-preview/a321f8dbfdfa11f6fe56b8f184290d0d67da25b3?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,75,6227
64,Like A G6,"spotify:artist:698hF4vcwHwPy8ltmXermq, spotify:artist:7C64wNX3howEFZjAYRKsfP, spotify:artist:7Ip2u3e5Nv6fFb5xyIHxEE","Far East Movement, The Cataracs, DEV",spotify:album:5FrmIPEpnHiK9tqGy41O75,Race Hits 2022,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,spotify:track:6fsNTnNIEEFeuph4vsSZYk,Various Artists,12/14/2021,https://i.scdn.co/image/ab67616d0000b273d3189050cca4796e30af4deb,1,13,218760,,FALSE,41,7742
65,Wavin' Flag,spotify:artist:7pGyQZx9thVa8GxMBeXscB,K'NAAN,spotify:album:4KJCTmDLyr3AYJAN8dBaKo,Troubadour,spotify:artist:7pGyQZx9thVa8GxMBeXscB,spotify:track:0zREtnLmVnt8KUJZZbSdla,K'NAAN,7/1/1905,https://i.scdn.co/image/ab67616d0000b273a3a8f20705f6f1d9adf84551,1,7,220520,,FALSE,58,6792
66,Miami 2 Ibiza - Swedish House Mafia vs. Tinie Tempah,"spotify:artist:1h6Cn3P4NGzXbaXidqURXs, spotify:artist:0Tob4H0FLtEONHU1MjpUEp","Swedish House Mafia, Tinie Tempah",spotify:album:1ggrUrAPlcvhYrybrhoJ1X,Disc-Overy,spotify:artist:0Tob4H0FLtEONHU1MjpUEp,spotify:track:5ZFVacinyPxz19eK2vTodL,Tinie Tempah,5/31/2010,https://i.scdn.co/image/ab67616d0000b2733ce578a2506275604c9dbc87,1,10,206460,https://p.scdn.co/mp3-preview/431d41ec9512acca7e1777dccb3c88015408728a?cid=9950ac751e34487dbbe027c4fd7f8e99,TRUE,46,7951
67,Samjhawan,"spotify:artist:2gXOOKY8mmJG6iwHrTq9gp, spotify:artist:0FJz7XR37hH69traaHLijA, spotify:artist:4YRxDV8wJFPHPTeXepOstw, spotify:artist:0oOet2f43PA68X5RxKobEy","Jawad Ahmad, Shaarib Toshi, Arijit Singh, Shreya Ghoshal",spotify:album:5jqOPaSXkGQv3IH62dHoUE,Humpty Sharma Ki Dulhania (Original Motion Picture Soundtrack),spotify:artist:0LyfQWJT6nXafLPZqxe9Of,spotify:track:4LO5DjN6Tp3UkUvgESuy2t,Various Artists,6/19/2014,https://i.scdn.co/image/ab67616d0000b273118f1494d8f5ebea6cd5e20d,1,2,269184,https://p.scdn.co/mp3-preview/c66fabc25d24e20464246a9e76e763d6cbd734ac?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,64,6379
68,"Enna Sona (From ""OK Jaanu"")","spotify:artist:1mYsTxnqsietFxj1OgoGbG, spotify:artist:4YRxDV8wJFPHPTeXepOstw","A.R. Rahman, Arijit Singh",spotify:album:5gs1aXFfp7NOeASaSEt1wX,"Enna Sona (From ""OK Jaanu"")","spotify:artist:1mYsTxnqsietFxj1OgoGbG, spotify:artist:4YRxDV8wJFPHPTeXepOstw",spotify:track:1Wf5q34m4hTnAxCljiAonb,"A.R. Rahman, Arijit Singh",1/4/2017,https://i.scdn.co/image/ab67616d0000b273ca99ff80246fc0fb4d670126,1,1,213632,https://p.scdn.co/mp3-preview/c9a924ed28970ed5e8e246ad963ac53811ae644a?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,53,932
69,"Channa Mereya (From ""Ae Dil Hai Mushkil"")","spotify:artist:1wRPtKGflJrBx9BmLsSwlU, spotify:artist:4YRxDV8wJFPHPTeXepOstw","Pritam, Arijit Singh",spotify:album:7IuYiJjqLtPUqgDYlUTuML,"Channa Mereya (From ""Ae Dil Hai Mushkil"")","spotify:artist:1wRPtKGflJrBx9BmLsSwlU, spotify:artist:4YRxDV8wJFPHPTeXepOstw",spotify:track:1plFCZ6QFAjSRutT02GTCn,"Pritam, Arijit Singh",10/26/2016,https://i.scdn.co/image/ab67616d0000b273ff1cda069aac9352c258f8d1,1,1,289333,https://p.scdn.co/mp3-preview/4089cac7105cc46403902e67394fafe96b284b39?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,60,8445
70,"Ae Dil Hai Mushkil (Club Mix By DJ Kiran Kamath) [From ""Ae Dil Hai Mushkil""]","spotify:artist:1wRPtKGflJrBx9BmLsSwlU, spotify:artist:4YRxDV8wJFPHPTeXepOstw, spotify:artist:76DiXwbDvK690KWyvU5JoP","Pritam, Arijit Singh, Dj Kiran Kamath",spotify:album:68I1InHqimeDVWrOlj9BtR,"Ae Dil Hai Mushkil (Club Mix By DJ Kiran Kamath) [From ""Ae Dil Hai Mushkil""]","spotify:artist:1wRPtKGflJrBx9BmLsSwlU, spotify:artist:4YRxDV8wJFPHPTeXepOstw, spotify:artist:76DiXwbDvK690KWyvU5JoP",spotify:track:3LbFEmmjIYfAYN7MBdF7yp,"Pritam, Arijit Singh, Dj Kiran Kamath",10/26/2016,https://i.scdn.co/image/ab67616d0000b273cf3bf7f9741902307ab77f0a,1,1,237187,https://p.scdn.co/mp3-preview/d9eb2015f3fae12a1909b4e23de0cb3309d511c8?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,35,7944
71,Yaariyan (reprise),"spotify:artist:3eDT9fwXKuHWFvgZaaYC5v, spotify:artist:4YRxDV8wJFPHPTeXepOstw","Sunidhi Chauhan, Arijit Singh",spotify:album:1qjwdeyTfXBI0ROsHhJ0ui,Cocktail,spotify:artist:1wRPtKGflJrBx9BmLsSwlU,spotify:track:2pvaCuTrMVS6byOHCIQyHj,Pritam,6/12/2012,https://i.scdn.co/image/ab67616d0000b273b6cfbb83ebf76959832174b4,1,9,313600,https://p.scdn.co/mp3-preview/e97d5d7bcbbe921a6b3044df455b4816a3094d82?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,33,2490
72,Breakaway,spotify:artist:3BmGtnKgCSGYIUhmivXKWX,Kelly Clarkson,spotify:album:20jYcJane0oI7VoMNoEOJU,Breakaway,spotify:artist:3BmGtnKgCSGYIUhmivXKWX,spotify:track:4PFAm88FBkY7IFtvCaGctZ,Kelly Clarkson,6/26/1905,https://i.scdn.co/image/ab67616d0000b273158c72ad0003cb37ca0c9eff,1,1,237000,https://p.scdn.co/mp3-preview/b6e67c7db7129d16747c16b6610cce772a165f72?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,64,9177
73,Toxic,spotify:artist:26dSoYclwsYLMAKD3tpOr4,Britney Spears,spotify:album:0z7pVBGOD7HCIB7S8eLkLI,In The Zone,spotify:artist:26dSoYclwsYLMAKD3tpOr4,spotify:track:6I9VzXrHxO9rA9A5euc8Ak,Britney Spears,11/13/2003,https://i.scdn.co/image/ab67616d0000b273efc6988972cb04105f002cd4,1,6,198800,https://p.scdn.co/mp3-preview/7e3699a5a8b20b5847234627839a1c68bfaf5fb4?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,81,2777
74,Baby,"spotify:artist:1uNFoZAHBGtllmzznpCI3s, spotify:artist:3ipn9JLAPI5GUEo4y4jcoi","Justin Bieber, Ludacris",spotify:album:3BmcYMh0KYsimWL6p2gPa9,My World 2.0,spotify:artist:1uNFoZAHBGtllmzznpCI3s,spotify:track:6epn3r7S14KUqlReYr77hA,Justin Bieber,1/1/2010,https://i.scdn.co/image/ab67616d0000b273629dc9e2e3bc20bbd7d92e4a,1,1,214240,,FALSE,80,1022
75,Around the World (La La La La La) - Radio Version,"spotify:artist:5wTdspmxzb8V4ZjvDodpBo, spotify:artist:0PEfbjTw85CAN5G0lz9n3p","A Touch Of Class, Pete Konemann",spotify:album:2kBFECL9a71fNRXbRW5xO3,Planet Pop,spotify:artist:5wTdspmxzb8V4ZjvDodpBo,spotify:track:7CvOnbFdnIoXMQ4eFCo5lB,A Touch Of Class,11/6/2000,https://i.scdn.co/image/ab67616d0000b2732b674491e363e44f14d10f43,1,2,214533,https://p.scdn.co/mp3-preview/166e36fb796989152981d69d1214397d75b98730?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,67,5660
76,In Da Club,spotify:artist:3q7HBObVc0L8jNeTe5Gofh,50 Cent,spotify:album:5G5rgQHzdQnw32SI0WjIo5,Get Rich Or Die Tryin',spotify:artist:3q7HBObVc0L8jNeTe5Gofh,spotify:track:7iL6o9tox1zgHpKUfh9vuC,50 Cent,2/6/2003,https://i.scdn.co/image/ab67616d0000b273d843fabb75fef14010e30cae,1,5,193466,,TRUE,82,7888
77,Low (feat. T-Pain),"spotify:artist:0jnsk9HBra6NMjO2oANoPY, spotify:artist:3aQeKQSyrW4qWr35idm0cy","Flo Rida, T-Pain",spotify:album:5j1wrOAOm5KFd17pPiSvle,Mail on Sunday,spotify:artist:0jnsk9HBra6NMjO2oANoPY,spotify:track:0CAfXk7DXMnon4gLudAp7J,Flo Rida,3/17/2008,https://i.scdn.co/image/ab67616d0000b273f9bd7a6c772ac496015be3f8,1,5,231400,https://p.scdn.co/mp3-preview/f978a18a30f5623a02e9d1a61e8dadb2afeffdd4?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,80,5196
78,Apologize - feat. One Republic,"spotify:artist:5Y5TRrQiqgUO4S36tzjIRZ, spotify:artist:5Pwc4xIPtQLFEnJriah9YJ","Timbaland, OneRepublic",spotify:album:0V7TZQmJBgI81M9Z7GWxCI,Shock Value,spotify:artist:5Y5TRrQiqgUO4S36tzjIRZ,spotify:track:6ucR4KfvsBFWCMVFDvyKKl,Timbaland,1/1/2007,https://i.scdn.co/image/ab67616d0000b273755a9f1e89ad8e8cf91d4956,1,16,184400,,FALSE,76,8496
79,Boom Boom Pow,spotify:artist:1yxSLGMDHlW21z4YXirZDS,Black Eyed Peas,spotify:album:1dgbFU08pXJXZhGPlybdMX,THE E.N.D. (THE ENERGY NEVER DIES) [Deluxe Version],spotify:artist:1yxSLGMDHlW21z4YXirZDS,spotify:track:3oDFtOhcN08qeDPAK6MEQG,Black Eyed Peas,1/1/2009,https://i.scdn.co/image/ab67616d0000b2730bd44f5ff9ecc99f7770acc5,1,1,251440,,TRUE,68,8234
80,Promiscuous,"spotify:artist:2jw70GZXlAI8QzWeY2bgRc, spotify:artist:5Y5TRrQiqgUO4S36tzjIRZ","Nelly Furtado, Timbaland",spotify:album:2yboV2QBcVGEhcRlYuPpDT,Loose,spotify:artist:2jw70GZXlAI8QzWeY2bgRc,spotify:track:2gam98EZKrF9XuOkU13ApN,Nelly Furtado,1/1/2006,https://i.scdn.co/image/ab67616d0000b273a6f439c8957170652f9410e2,1,4,242293,,FALSE,81,4592
81,Say It Right,spotify:artist:2jw70GZXlAI8QzWeY2bgRc,Nelly Furtado,spotify:album:2yboV2QBcVGEhcRlYuPpDT,Loose,spotify:artist:2jw70GZXlAI8QzWeY2bgRc,spotify:track:2aI21FnmY7TJVKeMaoQZ0t,Nelly Furtado,1/1/2006,https://i.scdn.co/image/ab67616d0000b273a6f439c8957170652f9410e2,1,10,223080,,FALSE,78,9037
82,Viva La Vida,spotify:artist:4gzpq5DPGxSnKTe4SA8HAU,Coldplay,spotify:album:1CEODgTmTwLyabvwd7HBty,Viva La Vida or Death and All His Friends,spotify:artist:4gzpq5DPGxSnKTe4SA8HAU,spotify:track:1mea3bSkSGXuIRvnydlB5b,Coldplay,5/26/2008,https://i.scdn.co/image/ab67616d0000b273e21cc1db05580b6f2d2a3b6e,1,7,242373,https://p.scdn.co/mp3-preview/823af866a17abbf272fb3a1120a4e3a3478661e7?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,84,2354
83,Rock Your Body,spotify:artist:31TPClRtHm23RisEBtV3X7,Justin Timberlake,spotify:album:6QPkyl04rXwTGlGlcYaRoW,Justified,spotify:artist:31TPClRtHm23RisEBtV3X7,spotify:track:1AWQoqb9bSvzTjaLralEkT,Justin Timberlake,11/4/2002,https://i.scdn.co/image/ab67616d0000b273346a5742374ab4cf9ed32dee,1,6,267266,https://p.scdn.co/mp3-preview/b8107de56aa80cecd7801cd6fca284bebfc5113b?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,76,5425
84,Heads Will Roll - A-Trak Remix,"spotify:artist:3TNt4aUIxgfy9aoaft5Jj2, spotify:artist:3TaUSUXn41GixL7zbvrIDt","Yeah Yeah Yeahs, A-Trak",spotify:album:4IZSrYZHALLavs8TTndGiV,Heads Will Roll (A-Trak Remix),spotify:artist:3TNt4aUIxgfy9aoaft5Jj2,spotify:track:5bs8OXiOt4BPF2FAnRFP1u,Yeah Yeah Yeahs,1/1/2009,https://i.scdn.co/image/ab67616d0000b273d2bb110795eee07d9f03f5bc,1,1,383893,,FALSE,68,7843
85,More Than You Know,spotify:artist:2XnBwblw31dfGnspMIwgWz,Axwell /\ Ingrosso,spotify:album:6Ei5WWek37m1x9AjpSXTcJ,More Than You Know,"spotify:artist:2XnBwblw31dfGnspMIwgWz, spotify:artist:1xNmvlEiICkRlRGqlNFZ43, spotify:artist:6hyMWrxGBsOx6sWcVj1DqP",spotify:track:6h5PAsRni4IRlxWr6uDPTP,"Axwell /\ Ingrosso, Axwell, Sebastian Ingrosso",7/28/2017,https://i.scdn.co/image/ab67616d0000b273fba6de0b38b0168d480b1a27,1,1,203000,,FALSE,79,2713
86,GUILTY,spotify:artist:1PfvcA1HoCGADMRzD2VQ6s,Keaton Rich,spotify:album:6HlddHRiHy8xLIol1UrH9m,GUILTY,spotify:artist:1PfvcA1HoCGADMRzD2VQ6s,spotify:track:69uw9OQPqFkzENOVJZIpcq,Keaton Rich,6/1/2022,https://i.scdn.co/image/ab67616d0000b27313d081aa2dc6760dabb1e7f4,1,1,183980,https://p.scdn.co/mp3-preview/120b4409dfcc8feeb6696b5e7a4c07f6a22dc361?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,17,2788
87,"Ooh Wee (feat. Ghostface Killah, Nate Dogg, Trife & Saigon)","spotify:artist:3hv9jJF3adDNsBSIQDqcjp, spotify:artist:6FD0unjzGQhX3b6eMccMJe, spotify:artist:1Oa0bMld0A3u5OTYfMzp5h, spotify:artist:3wPM3fbGYp56vzXMId27qs, spotify:artist:0mTfntDCCWRozUnyxpGf6E","Mark Ronson, Ghostface Killah, Nate Dogg, Trife, Saigon",spotify:album:62Qu5QoNx3De0p5qQT0u7o,Here Comes The Fuzz,spotify:artist:3hv9jJF3adDNsBSIQDqcjp,spotify:track:4WimB4Ei0LU3MotHhL3kBL,Mark Ronson,8/29/2003,https://i.scdn.co/image/ab67616d0000b273e58775d8015f2ea0b85dc57d,1,3,209626,https://p.scdn.co/mp3-preview/d1f86370400bfc060a493eca9f8f091a8df861fc?cid=9950ac751e34487dbbe027c4fd7f8e99,TRUE,55,4881
88,Outta Ya Mind,spotify:artist:3LzKJ6aOX8uEf7b2rli5Uc,Nissa Seych,spotify:album:4h8W3Pnm5Tm3P9LI7xhCEh,Outta Ya Mind,spotify:artist:3LzKJ6aOX8uEf7b2rli5Uc,spotify:track:0uuPxuesbBXFbFcwwHV2jt,Nissa Seych,12/2/2022,https://i.scdn.co/image/ab67616d0000b27306f689b62658a2f248e27c3e,1,1,160827,https://p.scdn.co/mp3-preview/229c90857211eb7e01ae9bc9179959fc19338ec2?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,8,8128
89,Funky Sensation,"spotify:artist:6nS5roXSAGhTGr34W6n7Et, spotify:artist:742YR9ZgF0tCO5juBfvPAU","Disclosure, Gwen McCrae",spotify:album:76dHlXRYZm3JsTuNCFvtDn,Moonlight,spotify:artist:6nS5roXSAGhTGr34W6n7Et,spotify:track:00HqKJWFv3GS9cPfEB1WQm,Disclosure,8/20/2018,https://i.scdn.co/image/ab67616d0000b27358742932108a66bf62da9daa,1,4,215593,,FALSE,48,1953
90,Back In Place,spotify:artist:5CljSCTqoS1Yu0tNJZJcKe,Magnus Ferrell,spotify:album:5nHBXZMO4J4PDno9f6Y1YM,Back In Place,spotify:artist:5CljSCTqoS1Yu0tNJZJcKe,spotify:track:4KpLhBFuqJTnoD15FEZTda,Magnus Ferrell,11/22/2022,https://i.scdn.co/image/ab67616d0000b27391ae70ccd72d32901c9217e8,1,1,181097,https://p.scdn.co/mp3-preview/627a96dce571e35072b0f62093de0b5f082381a9?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,23,6052
91,Where Did You Go? (feat. MNEK),"spotify:artist:4Q6nIcaBED8qUel8bBx6Cr, spotify:artist:7uMh23xWiuR7zsNkuNcm2G","Jax Jones, MNEK",spotify:album:5vSLX6JljaSXuRY2Wqi6xL,Where Did You Go (feat. MNEK),"spotify:artist:4Q6nIcaBED8qUel8bBx6Cr, spotify:artist:7uMh23xWiuR7zsNkuNcm2G",spotify:track:3sa06xVNmLLYIxdNNmVQN8,"Jax Jones, MNEK",2/4/2022,https://i.scdn.co/image/ab67616d0000b273490a887b85a95378ea66b41d,1,1,177689,,FALSE,81,7499
92,under the rug,spotify:artist:7y1N2Kyw8i9fNJi7eHIoY3,ryn,spotify:album:4HswyS3B1g3ra74TofUMUG,under the rug,spotify:artist:7y1N2Kyw8i9fNJi7eHIoY3,spotify:track:1801svjZxFt2YaWP051hKF,ryn,11/11/2022,https://i.scdn.co/image/ab67616d0000b273e3f44b449e01ed9dbdfe2546,1,1,178306,https://p.scdn.co/mp3-preview/c984b93bbc345adefdba7b2cdf98f7a52a5a2705?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,11,6527
93,Blurred Lines,"spotify:artist:0ZrpamOxcZybMHGg1AYtHP, spotify:artist:4OBJLual30L7gRl5UkeRcT, spotify:artist:2RdwBSPQiwcmiDo9kixcl8","Robin Thicke, T.I., Pharrell Williams",spotify:album:2160bNuBZNQmpeBn99Dmis,Blurred Lines,spotify:artist:0ZrpamOxcZybMHGg1AYtHP,spotify:track:0XzkemXSiXJa7VgDFPfU4S,Robin Thicke,,https://i.scdn.co/image/ab67616d0000b2733f7774e89198e37dd098edc7,1,1,263053,,FALSE,,7780
94,Sick Kisses,spotify:artist:6J3nuRRUXPFTFGcWcOJvtG,Liam Barrack,spotify:album:2uyHyfER1KDOzu2j9C4eJe,Sick Kisses,spotify:artist:6J3nuRRUXPFTFGcWcOJvtG,spotify:track:7qpWRfeB4KVRFA0UyjJcdF,Liam Barrack,11/18/2022,https://i.scdn.co/image/ab67616d0000b273d48b5a48d23241854f7050c3,1,1,213622,https://p.scdn.co/mp3-preview/9e5cdb0f4733e834ee4215466c93c77928f4f31c?cid=9950ac751e34487dbbe027c4fd7f8e99,TRUE,10,6033
95,Never Together (Kastra Remix),"spotify:artist:0KdM0f9BzAkPzHFxxnn2tS, spotify:artist:6sQYSV8XvcA9CQZb6OBHHC","GT_Ofice, Kastra",spotify:album:1XjksukkunR88Mt22tOIBq,Never Together (Kastra Remix),"spotify:artist:0KdM0f9BzAkPzHFxxnn2tS, spotify:artist:6sQYSV8XvcA9CQZb6OBHHC",spotify:track:3xcgdv350op6Sw20BPnzCa,"GT_Ofice, Kastra",10/28/2022,https://i.scdn.co/image/ab67616d0000b27323617fdf521debc8529deb18,1,1,160000,https://p.scdn.co/mp3-preview/62453bb362b01f701761f2e347ca2ef458c7490e?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,45,1921
96,Great Balls Of Fire,spotify:artist:2zyz0VJqrDXeFDIyrfVXSo,Jerry Lee Lewis,spotify:album:6fNqWy0P0HY7MJlOtp6a3X,Great Balls Of Fire,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,spotify:track:5jw1zzcYFivmuJK52JrnMK,Various Artists,1/1/1989,https://i.scdn.co/image/ab67616d0000b2732f5ef5aa5d498bb577d62529,1,1,153333,,FALSE,63,6100
